id,label
8265,True
8266,True
8267,Fake
8268,Fake
8269,True
8270,Fake
8271,Fake
8272,True
8273,True
8274,Fake
8275,Fake
8276,Fake
8277,True
8278,Fake
8279,Fake
8280,Fake
8281,Fake
8282,Fake
8283,Fake
8284,True
8285,True
8286,Fake
8287,Fake
8288,Fake
8289,Fake
8290,True
8291,True
8292,Fake
8293,Fake
8294,Fake
8295,True
8296,Fake
8297,True
8298,Fake
8299,True
8300,Fake
8301,True
8302,Fake
8303,Fake
8304,Fake
8305,Fake
8306,True
8307,True
8308,True
8309,Fake
8310,True
8311,Fake
8312,Fake
8313,Fake
8314,True
8315,Fake
8316,True
8317,True
8318,True
8319,Fake
8320,Fake
8321,Fake
8322,Fake
8323,Fake
8324,Fake
8325,True
8326,Fake
8327,True
8328,Fake
8329,Fake
8330,Fake
8331,Fake
8332,Fake
8333,True
8334,True
8335,Fake
8336,True
8337,Fake
8338,Fake
8339,Fake
8340,Fake
8341,True
8342,Fake
8343,True
8344,Fake
8345,True
8346,Fake
8347,Fake
8348,Fake
8349,Fake
8350,Fake
8351,Fake
8352,Fake
8353,True
8354,True
8355,True
8356,True
8357,Fake
8358,Fake
8359,Fake
8360,True
8361,True
8362,True
8363,Fake
8364,Fake
8365,True
8366,Fake
8367,Fake
8368,Fake
8369,Fake
8370,Fake
8371,Fake
8372,Fake
8373,Fake
8374,Fake
8375,True
8376,Fake
8377,True
8378,Fake
8379,Fake
8380,Fake
8381,Fake
8382,True
8383,True
8384,True
8385,True
8386,Fake
8387,Fake
8388,True
8389,Fake
8390,Fake
8391,Fake
8392,Fake
8393,Fake
8394,Fake
8395,Fake
8396,Fake
8397,True
8398,True
8399,Fake
8400,True
8401,Fake
8402,Fake
8403,Fake
8404,Fake
8405,Fake
8406,Fake
8407,True
8408,Fake
8409,Fake
8410,True
8411,Fake
8412,Fake
8413,True
8414,True
8415,Fake
8416,Fake
8417,Fake
8418,True
8419,Fake
8420,Fake
8421,True
8422,Fake
8423,True
8424,True
8425,Fake
8426,Fake
8427,Fake
8428,Fake
8429,Fake
8430,Fake
8431,True
8432,True
8433,Fake
8434,Fake
8435,True
8436,True
8437,Fake
8438,True
8439,Fake
8440,Fake
8441,True
8442,True
8443,Fake
8444,Fake
8445,True
8446,Fake
8447,True
8448,True
8449,True
8450,Fake
8451,True
8452,Fake
8453,Fake
8454,True
8455,True
8456,Fake
8457,Fake
8458,Fake
8459,Fake
8460,True
8461,True
8462,Fake
8463,True
8464,True
8465,Fake
8466,True
8467,Fake
8468,True
8469,True
8470,True
8471,Fake
8472,Fake
8473,True
8474,True
8475,Fake
8476,True
8477,Fake
8478,True
8479,Fake
8480,True
8481,True
8482,Fake
8483,Fake
8484,True
8485,Fake
8486,True
8487,Fake
8488,Fake
8489,True
8490,Fake
8491,True
8492,True
8493,True
8494,Fake
8495,True
8496,Fake
8497,Fake
8498,Fake
8499,Fake
8500,True
8501,True
8502,True
8503,Fake
8504,Fake
8505,Fake
8506,True
8507,True
8508,Fake
8509,True
8510,Fake
8511,True
8512,Fake
8513,Fake
8514,Fake
8515,True
8516,True
8517,Fake
8518,Fake
8519,Fake
8520,Fake
8521,True
8522,Fake
8523,Fake
8524,Fake
8525,Fake
8526,True
8527,True
8528,Fake
8529,Fake
8530,True
8531,True
8532,Fake
8533,Fake
8534,Fake
8535,Fake
8536,Fake
8537,Fake
8538,Fake
8539,Fake
8540,Fake
8541,True
8542,Fake
8543,Fake
8544,True
8545,Fake
8546,Fake
8547,True
8548,True
8549,Fake
8550,Fake
8551,True
8552,Fake
8553,Fake
8554,Fake
8555,Fake
8556,Fake
8557,True
8558,True
8559,Fake
8560,Fake
8561,Fake
8562,True
8563,True
8564,True
8565,True
8566,Fake
8567,Fake
8568,True
8569,True
8570,Fake
8571,Fake
8572,Fake
8573,Fake
8574,True
8575,Fake
8576,True
8577,Fake
8578,Fake
8579,Fake
8580,Fake
8581,True
8582,True
8583,Fake
8584,Fake
8585,Fake
8586,Fake
8587,True
8588,Fake
8589,True
8590,Fake
8591,Fake
8592,True
8593,Fake
8594,Fake
8595,True
8596,True
8597,True
8598,Fake
8599,Fake
8600,True
8601,True
8602,Fake
8603,Fake
8604,True
8605,Fake
8606,True
8607,True
8608,Fake
8609,Fake
8610,Fake
8611,True
8612,True
8613,True
8614,Fake
8615,Fake
8616,Fake
8617,Fake
8618,Fake
8619,True
8620,Fake
8621,True
8622,True
8623,True
8624,Fake
8625,True
8626,Fake
8627,Fake
8628,Fake
8629,True
8630,Fake
8631,Fake
8632,Fake
8633,Fake
8634,Fake
8635,True
8636,True
8637,Fake
8638,Fake
8639,Fake
8640,True
8641,Fake
8642,True
8643,True
8644,Fake
8645,Fake
8646,True
8647,Fake
8648,Fake
8649,Fake
8650,Fake
8651,Fake
8652,True
8653,Fake
8654,Fake
8655,Fake
8656,Fake
8657,Fake
8658,Fake
8659,Fake
8660,Fake
8661,True
8662,Fake
8663,Fake
8664,Fake
8665,Fake
8666,Fake
8667,Fake
8668,True
8669,Fake
8670,True
8671,Fake
8672,Fake
8673,Fake
8674,Fake
8675,Fake
8676,Fake
8677,Fake
8678,True
8679,Fake
8680,Fake
8681,Fake
8682,Fake
8683,Fake
8684,Fake
8685,Fake
8686,Fake
8687,Fake
8688,Fake
8689,True
8690,True
8691,Fake
8692,Fake
8693,True
8694,True
8695,Fake
8696,True
8697,Fake
8698,Fake
8699,Fake
8700,Fake
8701,Fake
8702,True
8703,True
8704,True
8705,Fake
8706,True
8707,Fake
8708,True
8709,True
8710,True
8711,True
8712,True
8713,True
8714,True
8715,True
8716,Fake
8717,True
8718,Fake
8719,Fake
8720,Fake
8721,Fake
8722,True
8723,True
8724,True
8725,Fake
8726,Fake
8727,Fake
8728,True
8729,Fake
8730,True
8731,Fake
8732,True
8733,Fake
8734,True
8735,True
8736,Fake
8737,Fake
8738,Fake
8739,Fake
8740,Fake
8741,Fake
8742,Fake
8743,Fake
8744,True
8745,Fake
8746,True
8747,Fake
8748,Fake
8749,Fake
8750,Fake
8751,True
8752,Fake
8753,Fake
8754,Fake
8755,Fake
8756,Fake
8757,Fake
8758,Fake
8759,True
8760,Fake
8761,Fake
8762,Fake
8763,Fake
8764,True
8765,Fake
8766,Fake
8767,True
8768,Fake
8769,True
8770,True
8771,Fake
8772,Fake
8773,Fake
8774,True
8775,Fake
8776,True
8777,Fake
8778,Fake
8779,Fake
8780,Fake
8781,Fake
8782,True
8783,Fake
8784,True
8785,True
8786,True
8787,True
8788,True
8789,Fake
8790,Fake
8791,True
8792,Fake
8793,Fake
8794,True
8795,Fake
8796,Fake
8797,Fake
8798,Fake
8799,True
8800,Fake
8801,True
8802,Fake
8803,Fake
8804,True
8805,Fake
8806,Fake
8807,Fake
8808,Fake
8809,True
8810,Fake
8811,True
8812,True
8813,Fake
8814,True
8815,Fake
8816,True
8817,True
8818,Fake
8819,True
8820,Fake
8821,Fake
8822,Fake
8823,Fake
8824,True
8825,Fake
8826,Fake
8827,True
8828,Fake
8829,Fake
8830,Fake
8831,Fake
8832,True
8833,True
8834,True
8835,Fake
8836,Fake
8837,Fake
8838,Fake
8839,True
8840,Fake
8841,Fake
8842,Fake
8843,Fake
8844,Fake
8845,Fake
8846,Fake
8847,Fake
8848,Fake
8849,Fake
8850,Fake
8851,True
8852,True
8853,True
8854,Fake
8855,Fake
8856,Fake
8857,Fake
8858,Fake
8859,Fake
8860,Fake
8861,Fake
8862,Fake
8863,True
8864,True
8865,Fake
8866,Fake
8867,True
8868,Fake
8869,Fake
8870,Fake
8871,Fake
8872,Fake
8873,Fake
8874,Fake
8875,Fake
8876,True
8877,True
8878,True
8879,True
8880,True
8881,Fake
8882,Fake
8883,Fake
8884,Fake
8885,True
8886,Fake
8887,True
8888,Fake
8889,True
8890,Fake
8891,True
8892,True
8893,Fake
8894,True
8895,True
8896,Fake
8897,Fake
8898,Fake
8899,Fake
8900,Fake
8901,Fake
8902,True
8903,True
8904,True
8905,Fake
8906,Fake
8907,Fake
8908,Fake
8909,Fake
8910,Fake
8911,Fake
8912,True
8913,True
8914,Fake
8915,True
8916,Fake
8917,True
8918,Fake
8919,True
8920,Fake
8921,True
8922,Fake
8923,True
8924,Fake
8925,True
8926,True
8927,Fake
8928,Fake
8929,True
8930,True
8931,True
8932,Fake
8933,Fake
8934,True
8935,Fake
8936,Fake
8937,True
8938,True
8939,True
8940,Fake
8941,True
8942,Fake
8943,Fake
8944,Fake
8945,Fake
8946,Fake
8947,True
8948,Fake
8949,True
8950,Fake
8951,Fake
8952,Fake
8953,Fake
8954,Fake
8955,Fake
8956,Fake
8957,Fake
8958,Fake
8959,True
8960,True
8961,True
8962,Fake
8963,True
8964,Fake
8965,True
8966,Fake
8967,Fake
8968,Fake
8969,Fake
8970,Fake
8971,True
8972,Fake
8973,True
8974,True
8975,True
8976,Fake
8977,Fake
8978,Fake
8979,True
8980,Fake
8981,Fake
8982,Fake
8983,Fake
8984,True
8985,True
8986,Fake
8987,Fake
8988,Fake
8989,Fake
8990,Fake
8991,Fake
8992,Fake
8993,Fake
8994,True
8995,Fake
8996,Fake
8997,Fake
8998,Fake
8999,Fake
9000,Fake
id,label
8001,Fake
8002,Fake
8003,Fake
8004,Fake
8005,True
8006,True
8007,Fake
8008,True
8009,True
8010,True
8011,Fake
8012,Fake
8013,Fake
8014,Fake
8015,True
8016,Fake
8017,True
8018,Fake
8019,True
8020,True
8021,Fake
8022,True
8023,True
8024,True
8025,Fake
8026,True
8027,Fake
8028,True
8029,Fake
8030,True
8031,Fake
8032,Fake
8033,Fake
8034,Fake
8035,True
8036,True
8037,Fake
8038,Fake
8039,Fake
8040,Fake
8041,True
8042,True
8043,Fake
8044,Fake
8045,True
8046,Fake
8047,Fake
8048,Fake
8049,True
8050,True
8051,Fake
8052,True
8053,Fake
8054,True
8055,True
8056,Fake
8057,Fake
8058,Fake
8059,Fake
8060,True
8061,True
8062,Fake
8063,True
8064,Fake
8065,True
8066,True
8067,True
8068,Fake
8069,True
8070,Fake
8071,True
8072,Fake
8073,True
8074,True
8075,True
8076,Fake
8077,True
8078,Fake
8079,Fake
8080,Fake
8081,True
8082,Fake
8083,Fake
8084,Fake
8085,True
8086,True
8087,True
8088,True
8089,True
8090,Fake
8091,True
8092,Fake
8093,True
8094,True
8095,True
8096,Fake
8097,Fake
8098,Fake
8099,Fake
8100,True
8101,True
8102,Fake
8103,True
8104,Fake
8105,Fake
8106,Fake
8107,Fake
8108,Fake
8109,True
8110,Fake
8111,True
8112,Fake
8113,Fake
8114,True
8115,True
8116,Fake
8117,Fake
8118,Fake
8119,Fake
8120,Fake
8121,Fake
8122,True
8123,True
8124,True
8125,Fake
8126,Fake
8127,Fake
8128,Fake
8129,True
8130,Fake
8131,Fake
8132,Fake
8133,Fake
8134,Fake
8135,True
8136,Fake
8137,True
8138,Fake
8139,True
8140,True
8141,Fake
8142,Fake
8143,Fake
8144,Fake
8145,Fake
8146,Fake
8147,Fake
8148,Fake
8149,True
8150,Fake
8151,True
8152,Fake
8153,Fake
8154,Fake
8155,Fake
8156,Fake
8157,Fake
8158,True
8159,Fake
8160,True
8161,Fake
8162,True
8163,Fake
8164,Fake
8165,Fake
8166,Fake
8167,Fake
8168,Fake
8169,Fake
8170,Fake
8171,Fake
8172,Fake
8173,True
8174,Fake
8175,True
8176,True
8177,Fake
8178,True
8179,Fake
8180,True
8181,Fake
8182,Fake
8183,Fake
8184,True
8185,Fake
8186,True
8187,True
8188,Fake
8189,Fake
8190,Fake
8191,Fake
8192,Fake
8193,Fake
8194,Fake
8195,Fake
8196,Fake
8197,True
8198,Fake
8199,True
8200,Fake
8201,Fake
8202,True
8203,Fake
8204,True
8205,True
8206,Fake
8207,True
8208,Fake
8209,True
8210,True
8211,Fake
8212,True
8213,Fake
8214,Fake
8215,Fake
8216,Fake
8217,True
8218,Fake
8219,True
8220,True
8221,Fake
8222,True
8223,Fake
8224,Fake
8225,Fake
8226,Fake
8227,Fake
8228,True
8229,Fake
8230,True
8231,True
8232,True
8233,True
8234,True
8235,True
8236,Fake
8237,True
8238,True
8239,True
8240,Fake
8241,Fake
8242,True
8243,Fake
8244,True
8245,Fake
8246,True
8247,Fake
8248,Fake
8249,True
8250,Fake
8251,Fake
8252,True
8253,True
8254,True
8255,Fake
8256,Fake
8257,True
8258,Fake
8259,True
8260,Fake
8261,Fake
8262,Fake
8263,Fake
8264,Fake
8265,True
8266,True
8267,Fake
8268,Fake
8269,True
8270,Fake
8271,Fake
8272,True
8273,True
8274,Fake
8275,Fake
8276,Fake
8277,True
8278,Fake
8279,Fake
8280,Fake
8281,Fake
8282,Fake
8283,Fake
8284,True
8285,True
8286,Fake
8287,Fake
8288,Fake
8289,Fake
8290,True
8291,True
8292,Fake
8293,Fake
8294,Fake
8295,True
8296,Fake
8297,True
8298,Fake
8299,True
8300,Fake
8301,True
8302,Fake
8303,Fake
8304,Fake
8305,Fake
8306,True
8307,True
8308,True
8309,Fake
8310,True
8311,Fake
8312,Fake
8313,Fake
8314,True
8315,Fake
8316,True
8317,True
8318,True
8319,Fake
8320,Fake
8321,Fake
8322,Fake
8323,Fake
8324,Fake
8325,True
8326,Fake
8327,True
8328,Fake
8329,Fake
8330,Fake
8331,Fake
8332,Fake
8333,True
8334,True
8335,Fake
8336,True
8337,Fake
8338,Fake
8339,Fake
8340,Fake
8341,True
8342,Fake
8343,True
8344,Fake
8345,True
8346,Fake
8347,Fake
8348,Fake
8349,Fake
8350,Fake
8351,Fake
8352,Fake
8353,True
8354,True
8355,True
8356,True
8357,Fake
8358,Fake
8359,Fake
8360,True
8361,True
8362,True
8363,Fake
8364,Fake
8365,True
8366,Fake
8367,Fake
8368,Fake
8369,Fake
8370,Fake
8371,Fake
8372,Fake
8373,Fake
8374,Fake
8375,True
8376,Fake
8377,True
8378,Fake
8379,Fake
8380,Fake
8381,Fake
8382,True
8383,True
8384,True
8385,True
8386,Fake
8387,Fake
8388,True
8389,Fake
8390,Fake
8391,Fake
8392,Fake
8393,Fake
8394,Fake
8395,Fake
8396,Fake
8397,True
8398,True
8399,Fake
8400,True
8401,Fake
8402,Fake
8403,Fake
8404,Fake
8405,Fake
8406,Fake
8407,True
8408,Fake
8409,Fake
8410,True
8411,Fake
8412,Fake
8413,True
8414,True
8415,Fake
8416,Fake
8417,Fake
8418,True
8419,Fake
8420,Fake
8421,True
8422,Fake
8423,True
8424,True
8425,Fake
8426,Fake
8427,Fake
8428,Fake
8429,Fake
8430,Fake
8431,True
8432,True
8433,Fake
8434,Fake
8435,True
8436,True
8437,Fake
8438,True
8439,Fake
8440,Fake
8441,True
8442,True
8443,Fake
8444,Fake
8445,True
8446,Fake
8447,True
8448,True
8449,True
8450,Fake
8451,True
8452,Fake
8453,Fake
8454,True
8455,True
8456,Fake
8457,Fake
8458,Fake
8459,Fake
8460,True
8461,True
8462,Fake
8463,True
8464,True
8465,Fake
8466,True
8467,Fake
8468,True
8469,True
8470,True
8471,Fake
8472,Fake
8473,True
8474,True
8475,Fake
8476,True
8477,Fake
8478,True
8479,Fake
8480,True
8481,True
8482,Fake
8483,Fake
8484,True
8485,Fake
8486,True
8487,Fake
8488,Fake
8489,True
8490,Fake
8491,True
8492,True
8493,True
8494,Fake
8495,True
8496,Fake
8497,Fake
8498,Fake
8499,Fake
8500,True
8501,True
8502,True
8503,Fake
8504,Fake
8505,Fake
8506,True
8507,True
8508,Fake
8509,True
8510,Fake
8511,True
8512,Fake
8513,Fake
8514,Fake
8515,True
8516,True
8517,Fake
8518,Fake
8519,Fake
8520,Fake
8521,True
8522,Fake
8523,Fake
8524,Fake
8525,Fake
8526,True
8527,True
8528,Fake
8529,Fake
8530,True
8531,True
8532,Fake
8533,Fake
8534,Fake
8535,Fake
8536,Fake
8537,Fake
8538,Fake
8539,Fake
8540,Fake
8541,True
8542,Fake
8543,Fake
8544,True
8545,Fake
8546,Fake
8547,True
8548,True
8549,Fake
8550,Fake
8551,True
8552,Fake
8553,Fake
8554,Fake
8555,Fake
8556,Fake
8557,True
8558,True
8559,Fake
8560,Fake
8561,Fake
8562,True
8563,True
8564,True
8565,True
8566,Fake
8567,Fake
8568,True
8569,True
8570,Fake
8571,Fake
8572,Fake
8573,Fake
8574,True
8575,Fake
8576,True
8577,Fake
8578,Fake
8579,Fake
8580,Fake
8581,True
8582,True
8583,Fake
8584,Fake
8585,Fake
8586,Fake
8587,True
8588,Fake
8589,True
8590,Fake
8591,Fake
8592,True
8593,Fake
8594,Fake
8595,True
8596,True
8597,True
8598,Fake
8599,Fake
8600,True
8601,True
8602,Fake
8603,Fake
8604,True
8605,Fake
8606,True
8607,True
8608,Fake
8609,Fake
8610,Fake
8611,True
8612,True
8613,True
8614,Fake
8615,Fake
8616,Fake
8617,Fake
8618,Fake
8619,True
8620,Fake
8621,True
8622,True
8623,True
8624,Fake
8625,True
8626,Fake
8627,Fake
8628,Fake
8629,True
8630,Fake
8631,Fake
8632,Fake
8633,Fake
8634,Fake
8635,True
8636,True
8637,Fake
8638,Fake
8639,Fake
8640,True
8641,Fake
8642,True
8643,True
8644,Fake
8645,Fake
8646,True
8647,Fake
8648,Fake
8649,Fake
8650,Fake
8651,Fake
8652,True
8653,Fake
8654,Fake
8655,Fake
8656,Fake
8657,Fake
8658,Fake
8659,Fake
8660,Fake
8661,True
8662,Fake
8663,Fake
8664,Fake
8665,Fake
8666,Fake
8667,Fake
8668,True
8669,Fake
8670,True
8671,Fake
8672,Fake
8673,Fake
8674,Fake
8675,Fake
8676,Fake
8677,Fake
8678,True
8679,Fake
8680,Fake
8681,Fake
8682,Fake
8683,Fake
8684,Fake
8685,Fake
8686,Fake
8687,Fake
8688,Fake
8689,True
8690,True
8691,Fake
8692,Fake
8693,True
8694,True
8695,Fake
8696,True
8697,Fake
8698,Fake
8699,Fake
8700,Fake
8701,Fake
8702,True
8703,True
8704,True
8705,Fake
8706,True
8707,Fake
8708,True
8709,True
8710,True
8711,True
8712,True
8713,True
8714,True
8715,True
8716,Fake
8717,True
8718,Fake
8719,Fake
8720,Fake
8721,Fake
8722,True
8723,True
8724,True
8725,Fake
8726,Fake
8727,Fake
8728,True
8729,Fake
8730,True
8731,Fake
8732,True
8733,Fake
8734,True
8735,True
8736,Fake
8737,Fake
8738,Fake
8739,Fake
8740,Fake
8741,Fake
8742,Fake
8743,Fake
8744,True
8745,Fake
8746,True
8747,Fake
8748,Fake
8749,Fake
8750,Fake
8751,True
8752,Fake
8753,Fake
8754,Fake
8755,Fake
8756,Fake
8757,Fake
8758,Fake
8759,True
8760,Fake
8761,Fake
8762,Fake
8763,Fake
8764,True
8765,Fake
8766,Fake
8767,True
8768,Fake
8769,True
8770,True
8771,Fake
8772,Fake
8773,Fake
8774,True
8775,Fake
8776,True
8777,Fake
8778,Fake
8779,Fake
8780,Fake
8781,Fake
8782,True
8783,Fake
8784,True
8785,True
8786,True
8787,True
8788,True
8789,Fake
8790,Fake
8791,True
8792,Fake
8793,Fake
8794,True
8795,Fake
8796,Fake
8797,Fake
8798,Fake
8799,True
8800,Fake
8801,True
8802,Fake
8803,Fake
8804,True
8805,Fake
8806,Fake
8807,Fake
8808,Fake
8809,True
8810,Fake
8811,True
8812,True
8813,Fake
8814,True
8815,Fake
8816,True
8817,True
8818,Fake
8819,True
8820,Fake
8821,Fake
8822,Fake
8823,Fake
8824,True
8825,Fake
8826,Fake
8827,True
8828,Fake
8829,Fake
8830,Fake
8831,Fake
8832,True
8833,True
8834,True
8835,Fake
8836,Fake
8837,Fake
8838,Fake
8839,True
8840,Fake
8841,Fake
8842,Fake
8843,Fake
8844,Fake
8845,Fake
8846,Fake
8847,Fake
8848,Fake
8849,Fake
8850,Fake
8851,True
8852,True
8853,True
8854,Fake
8855,Fake
8856,Fake
8857,Fake
8858,Fake
8859,Fake
8860,Fake
8861,Fake
8862,Fake
8863,True
8864,True
8865,Fake
8866,Fake
8867,True
8868,Fake
8869,Fake
8870,Fake
8871,Fake
8872,Fake
8873,Fake
8874,Fake
8875,Fake
8876,True
8877,True
8878,True
8879,True
8880,True
8881,Fake
8882,Fake
8883,Fake
8884,Fake
8885,True
8886,Fake
8887,True
8888,Fake
8889,True
8890,Fake
8891,True
8892,True
8893,Fake
8894,True
8895,True
8896,Fake
8897,Fake
8898,Fake
8899,Fake
8900,Fake
8901,Fake
8902,True
8903,True
8904,True
8905,Fake
8906,Fake
8907,Fake
8908,Fake
8909,Fake
8910,Fake
8911,Fake
8912,True
8913,True
8914,Fake
8915,True
8916,Fake
8917,True
8918,Fake
8919,True
8920,Fake
8921,True
8922,Fake
8923,True
8924,Fake
8925,True
8926,True
8927,Fake
8928,Fake
8929,True
8930,True
8931,True
8932,Fake
8933,Fake
8934,True
8935,Fake
8936,Fake
8937,True
8938,True
8939,True
8940,Fake
8941,True
8942,Fake
8943,Fake
8944,Fake
8945,Fake
8946,Fake
8947,True
8948,Fake
8949,True
8950,Fake
8951,Fake
8952,Fake
8953,Fake
8954,Fake
8955,Fake
8956,Fake
8957,Fake
8958,Fake
8959,True
8960,True
8961,True
8962,Fake
8963,True
8964,Fake
8965,True
8966,Fake
8967,Fake
8968,Fake
8969,Fake
8970,Fake
8971,True
8972,Fake
8973,True
8974,True
8975,True
8976,Fake
8977,Fake
8978,Fake
8979,True
8980,Fake
8981,Fake
8982,Fake
8983,Fake
8984,True
8985,True
8986,Fake
8987,Fake
8988,Fake
8989,Fake
8990,Fake
8991,Fake
8992,Fake
8993,Fake
8994,True
8995,Fake
8996,Fake
8997,Fake
8998,Fake
8999,Fake
9000,Fake
